Season,SeasonLabel,TeamId,Team,Conference,AthleteId,AthleteSourceId,Name,Position,Games,Starts,Minutes,Points,Turnovers,Fouls,Assists,Steals,Blocks,OffensiveRating,DefensiveRating,NetRating,PORPAG,Usage,AssistsTurnoverRatio,OffensiveReboundPct,FreeThrowRate,EffectiveFieldGoalPct,TrueShootingPct,FieldGoals Made,FieldGoals Attempted,FieldGoals Pct,TwoPointFieldGoals Made,TwoPointFieldGoals Attempted,TwoPointFieldGoals Pct,ThreePointFieldGoals Made,ThreePointFieldGoals Attempted,ThreePointFieldGoals Pct,FreeThrows Made,FreeThrows Attempted,FreeThrows Pct,Rebounds Offensive,Rebounds Defensive,Rebounds Total,WinShares Offensive,WinShares Defensive,WinShares Total,WinShares TotalPer40,PPG,RPG,APG,SPG,BPG,TOPG,FPG,MPG,data_tier
2026,20252026,645,Gwynedd-Mercy,,215915,5320295,Caleb Starks,G,1,0,4,2,0,0,0,0,0,200.0,131.7,68.3,0.9,12.8,,,0.0,100.0,1.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,645,Gwynedd-Mercy,,215916,5320294,Benjamin Thomas,G,1,0,4,0,0,0,1,0,0,,117.7,,,0.0,,0.0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,646,Carolina University,,2008,5182354,Luke Garrett,F,3,0,18,4,1,1,1,0,0,82.0,136.3,-54.3,-0.1,16.5,1.0,16.7,50.0,37.5,0.41,1,4,25.0,0,0,0.0,1,4,25.0,1,2,50.0,1,5,6,0.0,0.0,0.0,0.0,1.3,2.0,0.3,0.0,0.0,0.3,0.3,6.0,basic
2026,20252026,646,Carolina University,,10138,5252357,Hugo Maury,ATH,3,1,39,12,6,0,2,2,0,83.6,134.6,-51.0,-0.2,17.8,0.33,14.3,66.7,83.3,0.773,4,6,66.7,2,4,50.0,2,2,100.0,2,4,50.0,1,6,7,0.0,-0.1,-0.1,-0.103,4.0,2.3,0.7,0.7,0.0,2.0,0.0,13.0,basic
2026,20252026,646,Carolina University,,10148,5183886,Balsa Folic,F,3,0,35,2,3,5,1,0,0,24.5,141.4,-116.9,-1.9,15.9,0.33,0.0,0.0,12.5,0.125,1,8,12.5,1,6,16.7,0,2,0.0,0,0,0.0,0,4,4,-0.2,-0.1,-0.3,-0.343,0.7,1.3,0.3,0.0,0.0,1.0,1.7,11.7,basic
2026,20252026,646,Carolina University,,12698,5180708,Myles Randolph,G,3,0,18,3,2,1,0,0,1,51.8,137.0,-85.2,-0.6,17.7,0.0,25.0,100.0,33.3,0.347,1,3,33.3,1,2,50.0,0,1,0.0,1,3,33.3,1,3,4,-0.1,0.0,-0.1,-0.222,1.0,1.3,0.0,0.0,0.3,0.7,0.3,6.0,basic
2026,20252026,646,Carolina University,,14464,5261775,Cooper Smith,ATH,2,2,44,19,7,2,2,0,0,82.8,139.9,-57.1,-0.5,25.5,0.29,66.7,0.0,55.9,0.559,8,17,47.1,5,10,50.0,3,7,42.9,0,0,0.0,2,1,3,0.0,-0.1,-0.1,-0.091,9.5,1.5,1.0,0.0,0.0,3.5,1.0,22.0,basic
2026,20252026,646,Carolina University,,214013,5316935,Tristan Kuska,C,3,3,52,17,4,10,2,0,2,92.6,139.7,-47.1,0.2,18.4,0.5,37.5,0.0,56.7,0.567,8,15,53.3,7,11,63.6,1,4,25.0,0,0,0.0,3,5,8,0.0,-0.1,-0.1,-0.077,5.7,2.7,0.7,0.0,0.7,1.3,3.3,17.3,basic
2026,20252026,646,Carolina University,,214014,5316929,Zay Scott,G,3,3,57,11,2,2,3,3,0,82.9,135.9,-53.0,-0.2,14.3,1.5,14.3,41.7,29.2,0.387,3,12,25.0,2,8,25.0,1,4,25.0,4,5,80.0,1,6,7,0.0,-0.1,-0.1,-0.07,3.7,2.3,1.0,1.0,0.0,0.7,0.7,19.0,basic
2026,20252026,646,Carolina University,,214015,5316926,Devan Edwards,G,3,1,64,18,8,2,1,3,0,61.2,139.1,-77.9,-2.3,24.4,0.13,50.0,0.0,39.1,0.391,7,23,30.4,3,7,42.9,4,16,25.0,0,0,0.0,2,2,4,-0.2,-0.1,-0.3,-0.188,6.0,1.3,0.3,1.0,0.0,2.7,0.7,21.3,basic
2026,20252026,646,Carolina University,,214016,5316933,Enock Rosil,F,3,0,39,10,5,6,0,0,0,52.0,144.4,-92.4,-2.1,27.0,0.0,66.7,13.3,30.0,0.315,4,15,26.7,3,12,25.0,1,3,33.3,1,2,50.0,2,1,3,-0.2,-0.1,-0.3,-0.308,3.3,1.0,0.0,0.0,0.0,1.7,2.0,13.0,basic
2026,20252026,646,Carolina University,,214017,5316937,Conrad Linhart,G,3,0,38,15,4,4,0,0,1,91.5,143.2,-51.7,0.2,21.1,0.0,50.0,18.2,59.1,0.631,5,11,45.5,2,3,66.7,3,8,37.5,2,2,100.0,1,1,2,0.0,-0.1,-0.1,-0.105,5.0,0.7,0.0,0.0,0.3,1.3,1.3,12.7,basic
2026,20252026,646,Carolina University,,214018,5316934,Wai'apo Louis,G,3,0,30,8,2,0,1,1,0,104.5,142.0,-37.5,0.4,14.0,0.5,100.0,60.0,50.0,0.633,2,5,40.0,1,1,100.0,1,4,25.0,3,3,100.0,1,0,1,0.0,-0.1,-0.1,-0.133,2.7,0.3,0.3,0.3,0.0,0.7,0.0,10.0,basic
2026,20252026,646,Carolina University,,214019,5316932,Simon Brown,G,3,0,21,10,1,5,2,0,0,135.4,138.3,-2.9,1.1,20.2,2.0,0.0,333.3,33.3,0.676,1,3,33.3,1,3,33.3,0,0,0.0,8,10,80.0,0,4,4,0.1,0.0,0.1,0.19,3.3,1.3,0.7,0.0,0.0,0.3,1.7,7.0,basic
2026,20252026,646,Carolina University,,214020,5316930,DJ Evans,G,3,2,40,6,5,3,1,1,0,51.1,140.1,-89.0,-1.3,16.2,0.2,0.0,28.6,28.6,0.381,2,7,28.6,2,6,33.3,0,1,0.0,2,2,100.0,0,3,3,-0.1,-0.1,-0.2,-0.2,2.0,1.0,0.3,0.3,0.0,1.7,1.0,13.3,basic
2026,20252026,646,Carolina University,,214021,5316928,Deuce Ford,F,1,0,4,0,0,1,0,0,0,,156.8,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,basic
2026,20252026,646,Carolina University,,214022,5316925,Julius Lymon,F,2,1,40,7,2,3,1,0,0,75.2,144.3,-69.1,-0.5,12.7,0.5,14.3,0.0,43.8,0.438,3,8,37.5,2,7,28.6,1,1,100.0,0,0,0.0,1,6,7,0.0,-0.1,-0.1,-0.1,3.5,3.5,0.5,0.0,0.0,1.0,1.5,20.0,basic
2026,20252026,646,Carolina University,,214025,5316931,Shawn Woodson,G,2,1,32,11,3,4,4,2,0,63.5,136.5,-73.0,-2.3,34.9,1.33,16.7,11.1,25.0,0.291,4,18,22.2,3,8,37.5,1,10,10.0,2,2,100.0,1,5,6,-0.1,-0.1,-0.2,-0.25,5.5,3.0,2.0,1.0,0.0,1.5,2.0,16.0,basic
2026,20252026,646,Carolina University,,214026,5316927,Jason Danso,G,2,1,29,0,4,4,6,2,0,32.9,137.6,-104.7,-2.4,18.4,1.5,50.0,16.7,0.0,0.0,0,6,0.0,0,4,0.0,0,2,0.0,0,1,0.0,2,2,4,-0.2,-0.1,-0.3,-0.414,0.0,2.0,3.0,1.0,0.0,2.0,2.0,14.5,basic
2026,20252026,647,Franklin Pierce,,9835,5116978,Raymond Baka,F,1,1,26,13,5,4,0,1,2,79.2,90.5,-11.3,-1.1,28.9,0.0,33.3,20.0,60.0,0.597,6,10,60.0,6,8,75.0,0,2,0.0,1,2,50.0,3,6,9,0.0,0.1,0.1,0.154,13.0,9.0,0.0,1.0,2.0,5.0,4.0,26.0,basic
2026,20252026,647,Franklin Pierce,,10185,5252322,Fabrice Salvant,ATH,1,0,1,0,1,1,0,0,0,,94.8,,,47.3,0.0,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,basic
2026,20252026,647,Franklin Pierce,,35163,4596876,Beni Lavodrama,G,1,1,16,5,2,2,1,0,1,66.8,97.6,-30.8,-1.3,23.6,0.5,0.0,0.0,41.7,0.417,2,6,33.3,1,3,33.3,1,3,33.3,0,0,0.0,0,3,3,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,2.0,2.0,16.0,basic
2026,20252026,647,Franklin Pierce,,215862,5323258,Erick Perez,G,1,1,27,9,1,0,2,1,0,114.5,99.1,15.4,1.7,14.0,2.0,0.0,0.0,64.3,0.643,3,7,42.9,0,1,0.0,3,6,50.0,0,0,0.0,0,5,5,0.0,0.0,0.0,0.0,9.0,5.0,2.0,1.0,0.0,1.0,0.0,27.0,basic
2026,20252026,647,Franklin Pierce,,215863,5323248,Anthony Parker,G,1,1,34,17,3,1,7,5,0,105.0,86.3,18.7,2.6,27.6,2.33,14.3,12.5,46.9,0.504,6,16,37.5,3,8,37.5,3,8,37.5,2,2,100.0,1,6,7,0.1,0.1,0.2,0.235,17.0,7.0,7.0,5.0,0.0,3.0,1.0,34.0,basic
2026,20252026,647,Franklin Pierce,,215864,5323247,Jalen Duff,G,1,1,22,9,2,2,4,0,1,120.6,100.8,19.8,2.0,17.2,2.0,0.0,0.0,75.0,0.75,4,6,66.7,3,4,75.0,1,2,50.0,0,0,0.0,0,3,3,0.1,0.0,0.1,0.182,9.0,3.0,4.0,0.0,1.0,2.0,2.0,22.0,basic
2026,20252026,647,Franklin Pierce,,215865,5323262,Grgo Katic,F,1,0,15,3,0,3,0,1,0,111.1,96.6,14.5,0.5,9.5,,50.0,0.0,50.0,0.5,1,3,33.3,0,1,0.0,1,2,50.0,0,0,0.0,1,1,2,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,15.0,basic
2026,20252026,647,Franklin Pierce,,215866,5323265,Caelan Zeilenga,G,1,0,0,3,0,0,0,0,0,300.0,,,,,,,0.0,150.0,1.5,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0,0.0,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basic
2026,20252026,647,Franklin Pierce,,215867,5323256,Aaron Anene,G,1,0,16,5,2,2,1,0,0,76.3,103.5,-27.2,-0.6,20.3,0.5,0.0,50.0,50.0,0.512,2,4,50.0,2,3,66.7,0,1,0.0,1,2,50.0,0,2,2,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,16.0,basic
2026,20252026,647,Franklin Pierce,,215868,5323254,Dylan Goodman,G,1,0,28,5,0,1,3,1,1,147.6,101.3,46.3,1.9,6.8,,0.0,0.0,62.5,0.625,2,4,50.0,1,1,100.0,1,3,33.3,0,0,0.0,0,1,1,0.1,0.0,0.1,0.143,5.0,1.0,3.0,1.0,1.0,0.0,1.0,28.0,basic
2026,20252026,647,Franklin Pierce,,215869,5323249,Jaylen Wills,G,1,0,15,3,3,0,2,0,0,51.9,105.0,-53.1,-2.3,25.2,0.67,0.0,0.0,30.0,0.3,1,5,20.0,0,3,0.0,1,2,50.0,0,0,0.0,0,2,2,-0.1,0.0,-0.1,-0.267,3.0,2.0,2.0,0.0,0.0,3.0,0.0,15.0,basic
2026,20252026,648,LeTourneau,,10186,5252373,Connor Miller,ATH,1,1,15,0,1,1,1,0,0,11.0,126.6,-115.6,-3.5,18.5,1.0,33.3,0.0,0.0,0.0,0,5,0.0,0,0,0.0,0,5,0.0,0,0,0.0,1,2,3,-0.1,0.0,-0.1,-0.267,0.0,3.0,1.0,0.0,0.0,1.0,1.0,15.0,basic
2026,20252026,648,LeTourneau,,10187,5252370,Cooper Smith,ATH,1,1,30,8,1,1,1,1,0,114.4,124.8,-10.4,1.6,12.0,1.0,25.0,80.0,40.0,0.592,2,5,40.0,2,5,40.0,0,0,0.0,4,4,100.0,1,3,4,0.0,0.0,0.0,0.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,30.0,basic
2026,20252026,648,LeTourneau,,10190,5184677,Teigan Edwards,G,1,1,31,12,3,3,4,2,2,81.3,115.8,-34.5,-0.9,26.3,1.33,16.7,50.0,29.2,0.41,3,12,25.0,2,8,25.0,1,4,25.0,5,6,83.3,1,5,6,0.0,0.0,0.0,0.0,12.0,6.0,4.0,2.0,2.0,3.0,3.0,31.0,basic
2026,20252026,648,LeTourneau,,10193,5252375,Ezra Seay,ATH,1,0,3,0,0,0,0,0,0,0.0,134.6,-134.6,-0.7,15.4,,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,basic
2026,20252026,648,LeTourneau,,10194,5252374,Dalton White,ATH,1,0,4,2,0,0,0,0,0,125.8,134.6,-8.8,0.5,21.7,,,200.0,0.0,0.532,0,1,0.0,0,0,0.0,0,1,0.0,2,2,100.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,basic
2026,20252026,648,LeTourneau,,10197,5184682,Logan Brinkoeter,F,1,1,11,0,0,1,0,0,1,0.0,126.6,-126.6,-2.0,12.6,,0.0,0.0,0.0,0.0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,basic
2026,20252026,648,LeTourneau,,10204,5184680,Branson Lynn,G,1,0,16,5,3,0,3,0,0,65.0,134.6,-69.6,-1.6,26.0,1.0,,0.0,41.7,0.417,2,6,33.3,1,2,50.0,1,4,25.0,0,0,0.0,0,0,0,-0.1,0.0,-0.1,-0.25,5.0,0.0,3.0,0.0,0.0,3.0,0.0,16.0,basic
2026,20252026,648,LeTourneau,,10205,5184678,Alex Ferrell,G,1,0,11,4,0,2,0,0,0,100.7,123.5,-22.8,0.5,20.0,,0.0,133.3,0.0,0.42,0,3,0.0,0,2,0.0,0,1,0.0,4,4,100.0,0,2,2,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,basic
2026,20252026,648,LeTourneau,,10207,4902972,Jackson Mayes,G,1,0,18,17,0,1,0,1,0,154.0,118.3,35.7,5.6,28.4,,0.0,87.5,62.5,0.767,4,8,50.0,2,4,50.0,2,4,50.0,7,7,100.0,0,3,3,0.1,0.0,0.1,0.222,17.0,3.0,0.0,1.0,0.0,0.0,1.0,18.0,basic
2026,20252026,648,LeTourneau,,211691,5316181,David Martinez,G,1,1,17,5,3,1,2,0,0,55.9,134.5,-78.6,-2.4,27.2,0.67,,0.0,35.7,0.357,2,7,28.6,1,4,25.0,1,3,33.3,0,0,0.0,0,0,0,-0.1,0.0,-0.1,-0.235,5.0,0.0,2.0,0.0,0.0,3.0,1.0,17.0,basic
2026,20252026,648,LeTourneau,,211692,5316182,Suraj Olasode,F,1,0,16,0,0,3,0,0,0,,130.6,,,0.0,,66.7,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,3,,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,basic
2026,20252026,648,LeTourneau,,211693,5316183,Tyler Henry,G,1,0,2,0,0,0,0,0,0,0.0,134.6,-134.6,-2.0,69.3,,,0.0,0.0,0.0,0,3,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,basic
2026,20252026,648,LeTourneau,,211694,5316180,Max Frels,G,1,0,4,0,0,1,0,0,0,0.0,119.4,-119.4,-0.7,11.6,,0.0,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,basic
2026,20252026,648,LeTourneau,,211695,5316179,Jak Kinder,G,1,0,12,6,1,1,0,0,0,80.3,129.6,-49.3,-0.3,20.9,0.0,0.0,25.0,75.0,0.676,2,4,50.0,0,0,0.0,2,4,50.0,0,1,0.0,0,1,1,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,basic
2026,20252026,648,LeTourneau,,211696,5316178,Eric Arreola,G,1,0,2,0,0,1,0,0,0,,133.8,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,basic
2026,20252026,648,LeTourneau,,211697,5316177,Jayden Prioleau,G,1,0,8,0,1,1,0,1,0,0.0,112.7,-112.7,-3.4,28.9,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,-0.1,0.0,-0.1,-0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,basic
2026,20252026,649,Rhodes,,10212,5116748,Cass Ramberg,F,2,2,34,2,1,4,0,0,1,47.6,122.6,-75.0,-0.9,7.8,0.0,18.2,0.0,20.0,0.2,1,5,20.0,1,4,25.0,0,1,0.0,0,0,0.0,2,9,11,-0.1,0.0,-0.1,-0.118,1.0,5.5,0.0,0.0,0.5,0.5,2.0,17.0,basic
2026,20252026,649,Rhodes,,10213,5116747,Jack Dempsey,F,2,2,24,4,1,4,2,1,0,146.3,129.1,17.2,0.6,5.5,2.0,66.7,0.0,100.0,1.0,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,2,1,3,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.5,0.0,0.5,2.0,12.0,basic
2026,20252026,649,Rhodes,,10215,5252386,Tyler Jasek,ATH,2,0,43,23,3,5,0,1,1,112.5,128.4,-15.9,1.7,19.7,0.0,20.0,35.7,71.4,0.71,7,14,50.0,1,3,33.3,6,11,54.5,3,5,60.0,1,4,5,0.1,0.0,0.1,0.093,11.5,2.5,0.0,0.5,0.5,1.5,2.5,21.5,basic
2026,20252026,649,Rhodes,,10216,5252384,Trevor Lombard,ATH,1,1,10,3,0,2,1,1,0,68.3,125.1,-56.8,-0.7,22.5,,0.0,75.0,25.0,0.282,1,4,25.0,1,2,50.0,0,2,0.0,1,3,33.3,0,1,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,10.0,basic
2026,20252026,649,Rhodes,,10217,5252383,Jackson Huxtable,ATH,2,2,36,17,6,2,3,1,2,75.1,126.5,-51.4,-1.1,29.7,0.5,0.0,31.3,40.6,0.467,6,16,37.5,5,10,50.0,1,6,16.7,4,5,80.0,0,4,4,-0.1,0.0,-0.1,-0.111,8.5,2.0,1.5,0.5,1.0,3.0,1.0,18.0,basic
2026,20252026,649,Rhodes,,10219,5252379,Sam Maddox,ATH,2,0,45,26,3,1,5,0,0,97.7,134.7,-37.0,1.0,27.5,1.67,0.0,0.0,52.0,0.52,9,25,36.0,1,5,20.0,8,20,40.0,0,0,0.0,0,2,2,0.0,-0.1,-0.1,-0.089,13.0,1.0,2.5,0.0,0.0,1.5,0.5,22.5,basic
2026,20252026,649,Rhodes,,10220,5116752,Mike Wagner,G,2,0,20,2,5,1,2,2,0,30.9,118.7,-87.8,-2.1,21.8,0.4,0.0,50.0,0.0,0.205,0,4,0.0,0,1,0.0,0,3,0.0,2,2,100.0,0,3,3,-0.1,0.0,-0.1,-0.2,1.0,1.5,1.0,1.0,0.0,2.5,0.5,10.0,basic
2026,20252026,649,Rhodes,,10228,5116750,Jayson Njoga,F,1,0,6,0,0,0,0,0,0,0.0,132.3,-132.3,-0.7,7.7,,,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,basic
2026,20252026,649,Rhodes,,10232,5116746,Phil Dotson,G,2,2,29,20,4,2,4,3,0,90.2,120.4,-30.2,0.2,35.1,1.0,0.0,0.0,52.6,0.526,8,19,42.1,4,8,50.0,4,11,36.4,0,0,0.0,0,3,3,0.0,0.0,0.0,0.0,10.0,1.5,2.0,1.5,0.0,2.0,1.0,14.5,basic
2026,20252026,649,Rhodes,,215269,5317010,Ryan Scott,F,2,0,27,7,1,1,1,1,2,49.6,126.8,-77.2,-2.2,26.2,1.0,0.0,0.0,23.3,0.233,3,15,20.0,2,9,22.2,1,6,16.7,0,0,0.0,0,2,2,-0.1,0.0,-0.1,-0.148,3.5,1.0,0.5,0.5,1.0,0.5,0.5,13.5,basic
2026,20252026,649,Rhodes,,215270,5317009,Michael Wilson,F,2,0,35,10,3,5,0,2,1,91.8,127.3,-35.5,0.1,13.0,0.0,66.7,50.0,75.0,0.683,4,6,66.7,3,4,75.0,1,2,50.0,1,3,33.3,2,1,3,0.0,0.0,0.0,0.0,5.0,1.5,0.0,1.0,0.5,1.5,2.5,17.5,basic
2026,20252026,649,Rhodes,,215271,5317007,Riley Michels,F,2,0,23,4,1,1,2,0,1,50.1,133.2,-83.1,-1.8,25.0,2.0,75.0,0.0,16.7,0.167,2,12,16.7,2,3,66.7,0,9,0.0,0,0,0.0,3,1,4,-0.1,0.0,-0.1,-0.174,2.0,2.0,1.0,0.0,0.5,0.5,0.5,11.5,basic
2026,20252026,649,Rhodes,,215272,5317006,Shawn Jones Jr,F,2,1,35,12,3,2,3,1,1,80.6,121.7,-41.1,-0.4,20.2,1.0,0.0,0.0,46.2,0.462,6,13,46.2,6,12,50.0,0,1,0.0,0,0,0.0,0,8,8,0.0,0.0,0.0,0.0,6.0,4.0,1.5,0.5,0.5,1.5,1.0,17.5,basic
2026,20252026,649,Rhodes,,215273,5317008,Mason Bennett,G,2,0,33,2,2,0,3,0,0,69.3,131.3,-62.0,-0.3,6.7,1.5,20.0,0.0,33.3,0.333,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0.0,1,4,5,0.0,0.0,0.0,0.0,1.0,2.5,1.5,0.0,0.0,1.0,0.0,16.5,basic
2026,20252026,651,Campbellsville,,10259,5252421,Dalton Kramer,ATH,1,1,32,9,2,0,2,2,0,86.5,142.5,-56.0,-0.1,16.6,1.0,0.0,0.0,56.3,0.563,3,8,37.5,0,3,0.0,3,5,60.0,0,0,0.0,0,2,2,0.0,-0.1,-0.1,-0.125,9.0,2.0,2.0,2.0,0.0,2.0,0.0,32.0,basic
2026,20252026,651,Campbellsville,,10261,5114065,Jay Milburn,F,1,1,13,8,0,2,2,0,1,220.1,142.0,78.1,4.5,15.9,,0.0,66.7,100.0,1.031,3,3,100.0,3,3,100.0,0,0,0.0,2,2,100.0,0,2,2,0.1,0.0,0.1,0.308,8.0,2.0,2.0,0.0,1.0,0.0,2.0,13.0,basic
2026,20252026,651,Campbellsville,,10262,4906804,Javaughn Smith,G,1,1,27,5,0,1,3,1,0,120.4,149.3,-28.9,1.4,9.9,,100.0,0.0,50.0,0.5,2,5,40.0,1,1,100.0,1,4,25.0,0,0,0.0,1,0,1,0.0,-0.1,-0.1,-0.148,5.0,1.0,3.0,1.0,0.0,0.0,1.0,27.0,basic
2026,20252026,651,Campbellsville,,10263,4585616,Marcellus Vail,G,1,0,15,2,2,1,1,0,0,35.4,146.6,-111.2,-3.2,24.9,0.5,0.0,0.0,20.0,0.2,1,5,20.0,1,2,50.0,0,3,0.0,0,0,0.0,0,2,2,-0.1,0.0,-0.1,-0.267,2.0,2.0,1.0,0.0,0.0,2.0,1.0,15.0,basic
2026,20252026,651,Campbellsville,,10264,5252423,Ra Briggs,ATH,1,1,25,11,2,4,2,0,0,93.2,147.1,-53.9,0.5,23.4,1.0,0.0,0.0,61.1,0.611,4,9,44.4,1,2,50.0,3,7,42.9,0,0,0.0,0,3,3,0.0,-0.1,-0.1,-0.16,11.0,3.0,2.0,0.0,0.0,2.0,4.0,25.0,basic
2026,20252026,651,Campbellsville,,10269,5252424,Tyshay Epps,ATH,1,1,20,6,2,0,0,0,0,64.5,151.5,-87.0,-1.7,21.3,0.0,0.0,0.0,50.0,0.5,2,6,33.3,0,0,0.0,2,6,33.3,0,0,0.0,0,1,1,0.0,-0.1,-0.1,-0.2,6.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0,basic
2026,20252026,651,Campbellsville,,10273,5186707,Donavyn Knox,G,1,0,3,0,0,0,0,0,0,,154.3,,,0.0,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,basic
2026,20252026,651,Campbellsville,,216626,5322419,Cannon Young,F,1,0,6,3,2,1,0,0,1,68.3,147.1,-78.8,-0.9,46.2,0.0,100.0,500.0,0.0,0.469,0,1,0.0,0,0,0.0,0,1,0.0,3,5,60.0,1,0,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,basic
2026,20252026,651,Campbellsville,,216627,5322414,Evan Frederick,F,1,0,16,4,1,2,3,1,1,55.8,136.0,-80.2,-2.8,33.3,3.0,0.0,0.0,22.2,0.222,2,9,22.2,2,7,28.6,0,2,0.0,0,0,0.0,0,2,2,-0.1,0.0,-0.1,-0.25,4.0,2.0,3.0,1.0,1.0,1.0,2.0,16.0,basic
2026,20252026,651,Campbellsville,,216628,5322418,Benjamin Yombi,G,1,0,6,0,0,0,1,0,0,27.9,135.4,-107.5,-1.1,17.8,,0.0,0.0,0.0,0.0,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,basic
2026,20252026,651,Campbellsville,,216629,5322417,Taveon Smith,G,1,0,18,5,0,0,1,1,0,100.3,143.8,-43.5,0.5,14.8,,0.0,0.0,50.0,0.5,2,5,40.0,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,basic
2026,20252026,651,Campbellsville,,216630,5322415,Parker Jones,G,1,0,16,6,1,3,1,1,0,88.3,142.0,-53.7,0.0,23.3,1.0,50.0,0.0,50.0,0.5,3,6,50.0,3,5,60.0,0,1,0.0,0,0,0.0,1,1,2,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,3.0,16.0,basic
2026,20252026,651,Campbellsville,,216631,5322412,Hayden Blakeman,G,1,0,3,0,0,0,0,0,0,0.0,154.3,-154.3,-0.8,17.8,,,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,basic
2026,20252026,652,Colorado Christian,,3478,5106676,Zach Reed,G,2,0,27,3,1,2,2,2,0,73.6,144.6,-71.0,-0.4,12.5,2.0,50.0,0.0,30.0,0.3,1,5,20.0,0,2,0.0,1,3,33.3,0,0,0.0,1,1,2,0.0,-0.1,-0.1,-0.148,1.5,1.0,1.0,1.0,0.0,0.5,1.0,13.5,basic
2026,20252026,652,Colorado Christian,,4416,5112521,Andrew Reichart,F,2,0,42,19,7,3,0,2,0,75.9,145.4,-69.5,-1.4,33.0,0.0,33.3,40.0,56.7,0.539,8,15,53.3,7,13,53.8,1,2,50.0,2,6,33.3,2,4,6,-0.1,-0.1,-0.2,-0.19,9.5,3.0,0.0,1.0,0.0,3.5,1.5,21.0,basic
